Month,Income,Food,Travel,Rent,Shopping,Bills,Entertainment,Total_Expense,Savings
Jun,85424,9715,4359,9638,4558,1262,1474,31006,54418
Jun,95838,5817,1413,7866,11773,1117,4819,32805,63033
Jan,90966,3070,5375,29232,11263,4380,4481,57801,33165
Jul,61366,6600,4195,14251,3990,4932,4784,38752,22614
Aug,47425,10306,1420,13948,6997,4363,4654,41688,5737
Feb,72328,11631,7983,24879,10861,4186,5627,65167,7161
Aug,87396,11982,2023,27878,10609,1267,2007,55766,31630
Sep,91694,2994,7742,5187,11918,3685,5420,36946,54748
Jun,25806,6318,2249,15573,7253,1520,5001,37914,-12108
May,37106,6731,6631,25962,7233,3993,1113,51663,-14557
Dec,76731,8068,7009,29477,10778,1577,4043,60952,15779
Sep,95010,9670,4117,24098,5667,3759,5640,52951,42059
Dec,52599,6767,3200,12408,5402,4110,883,32770,19829
Nov,91326,2957,1505,21679,7205,2275,911,36532,54794
Sep,95706,10287,2201,8533,11418,3378,3876,39693,56013
Jan,29004,4154,7039,9140,10123,2390,3275,36121,-7117
Nov,71364,2631,3802,9042,7988,2126,2783,28372,42992
Mar,45792,13876,1303,25654,10734,4118,1162,56847,-11055
Sep,84912,11893,5647,24435,2992,4784,4641,54392,30520
Nov,74645,8045,3866,26849,5059,2071,4535,50425,24220
Feb,27232,2697,3392,12733,8203,4175,721,31921,-4689
Dec,98210,2031,3998,19676,7893,2091,1251,36940,61270
Apr,74766,8209,5467,11005,4144,3126,3666,35617,39149
Apr,68542,6874,3662,10870,7882,1692,5413,36393,32149
Feb,25913,7562,614,8904,8470,4747,3654,33951,-8038
Mar,30567,10740,7826,20467,10726,1628,1768,53155,-22588
Mar,58379,4248,3829,16973,3674,3938,4605,37267,21112
Jan,94968,12085,4968,19208,5548,1615,2636,46060,48908
Jun,20319,8192,5445,7261,10052,2408,2873,36231,-15912
Aug,24791,13026,2637,18045,2552,4252,2833,43345,-18554
Dec,20329,11895,5352,22804,7014,1828,714,49607,-29278
Mar,94387,8406,5917,28077,2392,4623,1495,50910,43477
May,81032,3156,530,19508,11071,1811,2371,38447,42585
Jan,64078,10535,6448,29680,9572,4950,5691,66876,-2798
Oct,41300,7295,7001,21862,6338,4538,5827,52861,-11561
Jul,95700,14264,7113,26902,1648,2362,3710,55999,39701
Oct,70945,13654,7795,11577,7394,2504,3950,46874,24071
Jan,75609,8154,2305,11785,5660,4115,2164,34183,41426
Dec,80562,4248,6913,13884,1820,3225,1481,31571,48991
Nov,81901,11136,4069,8038,1471,2683,901,28298,53603
Sep,25703,14072,1936,5193,9054,653,1111,32019,-6316
Aug,83115,12242,6852,21442,11208,1315,5424,58483,24632
Jul,47676,5285,5285,23270,1121,1619,1405,37985,9691
Oct,81710,13047,7973,16801,6445,3768,4952,52986,28724
Jul,80077,11522,5810,25957,8695,2655,5935,60574,19503
May,65440,4003,3928,26606,5876,1709,2405,44527,20913
May,56923,5615,956,7580,3795,953,5718,24617,32306
Nov,49802,11979,948,17879,5216,1606,4860,42488,7314
May,82904,12438,567,17245,3186,3296,4595,41327,41577
Jan,80162,5672,4589,18633,3134,4916,1606,38550,41612
Aug,85169,9458,2362,26028,3177,4873,727,46625,38544
Dec,88147,4155,2302,16277,3299,3159,2488,31680,56467
Nov,42075,5479,6401,12623,6981,1537,2678,35699,6376
Jan,94716,13212,5469,5220,2383,3833,4507,34624,60092
Apr,29304,2051,5062,5875,5142,913,5140,24183,5121
Sep,79622,4159,3931,16654,2968,3041,743,31496,48126
Sep,74215,6390,627,6196,7644,4642,1749,27248,46967
May,93973,5651,6395,24093,11025,2439,943,50546,43427
Apr,32521,9356,5328,24115,3472,1155,1114,44540,-12019
Mar,44028,14107,4325,21719,6494,4544,4280,55469,-11441
Mar,59328,4112,1767,13416,10442,2979,1324,34040,25288
Dec,47301,12813,4510,28398,6906,4361,4032,61020,-13719
May,58015,14752,6524,19370,4110,1847,1435,48038,9977
Oct,56845,7765,1542,6247,9326,1816,2244,28940,27905
Jan,96394,14921,6015,29564,9801,4106,4977,69384,27010
May,64159,3354,4238,25341,10249,4338,3186,50706,13453
Jun,63714,7620,7896,18250,7571,4558,1021,46916,16798
Jul,45230,5754,867,12111,11180,815,5437,36164,9066
Dec,69262,2209,6701,25973,4774,720,2376,42753,26509
Sep,61722,8232,7948,6886,11438,2761,4532,41797,19925
Mar,66359,9846,3104,5310,5655,1344,2705,27964,38395
Feb,82796,8171,7769,15760,1258,2014,1046,36018,46778
Mar,60159,2237,6691,22988,7868,1608,3053,44445,15714
Dec,25239,10527,7205,27043,7817,2230,3368,58190,-32951
Sep,70886,14030,3140,25366,6744,3685,666,53631,17255
Dec,47195,10075,5407,29944,10107,1738,2569,59840,-12645
Jul,54674,3576,558,8546,4942,3424,5443,26489,28185
Sep,38105,10691,4756,26225,1237,1690,3435,48034,-9929
Feb,49739,11756,602,27558,4355,4882,516,49669,70
May,51969,10982,5441,10351,9879,4066,3206,43925,8044
Apr,34497,5540,5007,29401,8904,2931,3309,55092,-20595
Feb,21816,13314,1285,22381,7601,3394,4850,52825,-31009
Sep,79254,11327,4778,5496,6706,1956,3759,34022,45232
Sep,89385,14136,7060,27069,2158,1609,827,52859,36526
Jun,53826,12540,7783,22347,11321,2430,3951,60372,-6546
Nov,83365,9257,4445,15196,1594,3616,2497,36605,46760
Jun,70100,14516,6642,6198,11893,1122,845,41216,28884
Aug,24359,2149,2946,15537,2750,2837,2854,29073,-4714
Jun,32809,13398,1456,10910,1402,2430,4771,34367,-1558
Jan,84450,13720,7422,10484,10013,3244,1043,45926,38524
Apr,58428,3624,3202,18397,4838,1758,2882,34701,23727
Jul,92790,9661,936,5576,11427,2468,3950,34018,58772
Feb,22093,4574,2865,24544,3540,3795,4205,43523,-21430
Sep,64498,6428,6435,5053,6878,2523,3248,30565,33933
Aug,60985,9529,5201,20989,11494,1376,1856,50445,10540
Aug,52009,6269,7917,16624,8490,2744,5759,47803,4206
Jul,37718,9769,7554,20835,10889,3026,2306,54379,-16661
Apr,36705,13476,6066,5228,6534,4089,5904,41297,-4592
Feb,82598,4108,996,21190,6286,4903,1866,39349,43249
Mar,97878,5947,1866,17022,2613,844,3353,31645,66233
Dec,32239,9899,7070,5984,7579,4172,685,35389,-3150
Jun,66622,6914,3365,17660,6651,3568,4705,42863,23759
Dec,66665,8667,2351,23851,4679,2413,1266,43227,23438
Dec,52274,4263,1522,15041,4552,2945,534,28857,23417
May,31419,11804,6883,5531,11419,1284,4415,41336,-9917
Dec,35003,5815,3630,18711,8238,1987,5841,44222,-9219
Aug,50866,14911,3344,16227,5996,4348,2145,46971,3895
Jun,41988,2577,6846,13028,2464,949,4085,29949,12039
Jun,75894,2422,6368,21945,7282,1927,1297,41241,34653
Jan,25674,4763,1989,5089,5882,3095,4605,25423,251
Apr,90538,3229,5915,10735,7245,2776,4156,34056,56482
May,86446,5176,2834,8145,7611,743,2159,26668,59778
Dec,49072,10945,6716,6292,4100,2612,537,31202,17870
Nov,53717,2687,7369,25494,5113,3808,2478,46949,6768
Mar,46651,2722,4932,28880,11148,1445,1386,50513,-3862
Sep,64291,2746,3889,12559,5093,1526,5782,31595,32696
Jan,83350,6337,702,8781,9124,2023,3229,30196,53154
Jun,24646,4712,730,25451,5851,3608,3954,44306,-19660
Jun,59713,2707,7547,24889,9878,4192,5174,54387,5326
Oct,87936,10626,4134,7391,11228,3549,3860,40788,47148
May,64331,2483,3628,22602,4579,3821,3163,40276,24055
Dec,42185,13710,3191,26539,9792,3806,4736,61774,-19589
May,72107,3533,3991,18204,10235,4738,4798,45499,26608
Oct,86554,2169,3462,7252,6445,560,3975,23863,62691
May,37563,3020,2827,8891,10571,4674,3349,33332,4231
Jun,90729,9093,5404,14866,5528,3898,3877,42666,48063
Aug,35701,8466,5924,22159,8566,2914,5541,53570,-17869
Feb,89072,2847,5061,10229,10233,4278,2684,35332,53740
Jun,68217,10887,3284,29800,2573,4106,5370,56020,12197
Jan,64610,5346,5793,12553,6720,889,5500,36801,27809
Apr,70131,6013,1303,5063,10555,2175,5213,30322,39809
Oct,49410,10078,4861,6787,10202,2277,5517,39722,9688
Mar,78715,2031,6890,28475,2256,752,3172,43576,35139
Sep,58665,10368,6721,26440,2127,3666,1639,50961,7704
Mar,35957,13156,6266,17042,10215,2214,4733,53626,-17669
Jun,68127,12304,4223,13069,3784,2550,2962,38892,29235
Jan,83589,9877,3401,16726,7081,1195,3732,42012,41577
Dec,66008,8170,6896,8915,2049,2593,3167,31790,34218
Jun,81920,9830,7118,19655,6183,3072,747,46605,35315
Apr,52875,14078,675,17644,3301,2005,1025,38728,14147
Aug,21626,11694,1944,5092,10346,4168,4820,38064,-16438
Nov,83822,4315,7614,15934,1029,3243,1644,33779,50043
Sep,91765,12836,4503,6677,9978,3777,5330,43101,48664
Apr,92413,2065,6191,26892,10362,1798,5316,52624,39789
Oct,53642,14420,4032,27114,4198,3750,962,54476,-834
Dec,58311,3928,4849,8864,11937,3414,3463,36455,21856
Oct,52356,7011,2043,26320,2364,4368,4616,46722,5634
Jun,23809,9533,5498,22785,10733,2764,2478,53791,-29982
Jan,63371,8225,2654,22990,5493,4292,3900,47554,15817
Apr,54875,7447,5790,17148,9505,3380,5043,48313,6562
Jul,29465,2584,2605,16263,3695,3353,2463,30963,-1498
Dec,86095,8470,5956,22281,7645,4207,4850,53409,32686
Jan,93844,8685,3913,20113,9721,3328,1685,47445,46399
Aug,85250,7244,7585,9587,6880,715,802,32813,52437
Dec,35250,10154,3861,25097,9149,679,1276,50216,-14966
Oct,66023,9951,4679,24515,6859,3186,3759,52949,13074
Dec,66624,3748,1640,22916,11658,876,1123,41961,24663
Nov,36427,9670,5307,27919,11433,3228,5649,63206,-26779
Jun,53276,4204,6153,15169,9503,2327,4356,41712,11564
May,91643,13822,7886,28670,1995,3726,1959,58058,33585
Oct,99012,3892,2261,6798,7865,2827,3886,27529,71483
Nov,23439,9018,2440,29546,8496,2002,5275,56777,-33338
Sep,98672,12621,2306,18782,11715,1252,979,47655,51017
Feb,99703,5093,5496,22735,3631,3669,4730,45354,54349
May,37300,2973,3673,18408,1263,749,1561,28627,8673
Jun,80289,6024,1156,15030,8684,3320,787,35001,45288
Jul,37182,12834,3003,15752,9212,1389,5688,47878,-10696
May,90507,11634,1158,12051,11716,4502,4139,45200,45307
Sep,70912,8615,7416,28242,10388,4223,1643,60527,10385
Jan,46909,6329,3338,14855,6043,3586,1923,36074,10835
Jul,39659,8715,5446,15589,6116,3243,5504,44613,-4954
Oct,51403,3477,7169,16395,4133,2256,1157,34587,16816
Jul,53586,7689,6909,17833,9397,3122,3585,48535,5051
Apr,30360,10962,7954,5598,2636,2276,2239,31665,-1305
Sep,41424,9329,4736,19367,9822,3904,3016,50174,-8750
Dec,68791,8444,7538,23428,11418,2574,5488,58890,9901
Nov,23065,10497,2953,21642,8811,3596,2701,50200,-27135
May,88795,2001,6936,25955,11581,1585,5789,53847,34948
Apr,32300,10462,6525,13003,5535,4229,1178,40932,-8632
Jul,53370,14708,1554,28352,2098,4828,3957,55497,-2127
Apr,89831,13406,7838,15097,1289,1987,3244,42861,46970
Mar,47209,8843,6998,18207,3604,848,2853,41353,5856
Sep,40927,11055,6848,27560,1207,913,2148,49731,-8804
Nov,54579,7972,6097,28426,9463,2953,2179,57090,-2511
Aug,29032,9903,3541,29963,4678,3952,5502,57539,-28507
Jan,98413,7105,4503,16824,9606,3063,5830,46931,51482
Jul,60731,12931,2838,5797,4468,1509,4466,32009,28722
Sep,73767,9702,610,15695,10476,4882,3241,44606,29161
Aug,92302,4914,5687,10713,5986,1281,1353,29934,62368
Aug,69954,7156,2218,12311,10854,3579,1092,37210,32744
Jun,45102,10298,7016,25404,10233,4952,3906,61809,-16707
Nov,54433,5168,4791,10911,5090,3128,3452,32540,21893
Apr,35932,14836,625,8954,7803,4475,5563,42256,-6324
Aug,45714,4599,761,14819,3294,2686,1519,27678,18036
Mar,77803,7716,3434,9312,3461,3819,5493,33235,44568
Sep,59743,4235,5519,13980,8945,1706,2084,36469,23274
Feb,22552,4799,6417,27023,10535,4296,5411,58481,-35929
Feb,76627,9013,2702,27563,6673,4992,3114,54057,22570
Dec,65987,11703,2104,28163,11954,804,2371,57099,8888
Dec,99810,7473,4703,23440,11420,3954,1590,52580,47230
Jul,65380,2018,2582,20828,4367,2773,1126,33694,31686
Dec,49250,2858,4442,18952,1943,1350,4707,34252,14998
Oct,88344,11608,7711,12102,5156,994,5266,42837,45507
Apr,84686,7380,1154,28028,1165,4055,3678,45460,39226
Oct,65028,5032,7366,17660,2905,3174,525,36662,28366
Aug,35295,6505,6609,20427,4056,3930,3548,45075,-9780
Sep,75248,11618,5593,27169,10515,3649,1121,59665,15583
Jul,30523,7789,2963,6447,1350,3847,5685,28081,2442
May,65530,4531,7643,21898,11502,4449,3985,54008,11522
Aug,33769,9471,784,17651,4309,1004,1216,34435,-666
Apr,83042,6719,6066,23297,6661,3154,3160,49057,33985
Feb,64645,14943,3065,20112,1931,3906,2241,46198,18447
Nov,82142,6863,4301,6951,4838,4017,3572,30542,51600
Dec,45557,6038,526,26954,10305,3204,4233,51260,-5703
Jun,99782,14305,2774,18827,11378,4264,4964,56512,43270
Sep,98382,12423,4367,13965,9058,2079,3274,45166,53216
Jan,57085,4452,4472,5328,2989,2261,2345,21847,35238
Nov,70708,4846,2091,13985,10577,4632,4737,40868,29840
Oct,71357,10064,5987,27897,4484,813,513,49758,21599
Dec,33470,13394,3881,17884,8886,4815,3258,52118,-18648
Jul,98712,8622,5443,10973,2116,3187,1030,31371,67341
Oct,99082,12008,1628,22794,9325,2218,3378,51351,47731
Sep,26805,11972,4613,12714,10419,4999,3904,48621,-21816
Oct,82028,14295,7872,6137,7962,4126,937,41329,40699
Sep,70772,10896,6686,26050,6967,1323,882,52804,17968
Oct,72104,11533,2636,26541,11696,4815,5510,62731,9373
Nov,93616,5462,7229,22952,8904,2914,1789,49250,44366
Mar,26630,13782,656,9472,11073,4320,3352,42655,-16025
Nov,35701,3159,1789,28950,5533,2469,5568,47468,-11767
May,34859,6626,2681,8274,9871,3603,2537,33592,1267
Aug,41183,9056,3011,8273,11886,3566,4216,40008,1175
Aug,60438,5722,6220,27627,3669,2259,2952,48449,11989
Apr,62244,13630,2271,24853,10439,3625,1385,56203,6041
Dec,94312,5560,1655,27316,2191,4552,3994,45268,49044
Nov,35021,13274,3288,20151,2130,2781,3514,45138,-10117
Nov,89863,8117,5653,15155,2403,3534,4482,39344,50519
Jan,75565,8589,6726,27948,11263,1623,4674,60823,14742
Jan,68043,11907,3476,10362,6630,1734,808,34917,33126
Apr,93150,8849,5751,9636,10522,1174,1226,37158,55992
Jun,84361,4243,3999,10346,6030,3202,3604,31424,52937
Aug,21245,10177,3413,22620,2381,2805,3437,44833,-23588
Jun,61011,3760,703,15938,1369,1768,2213,25751,35260
Dec,30355,7442,2322,9208,6092,3721,4371,33156,-2801
Sep,68692,14199,1859,9468,4794,4694,5954,40968,27724
Sep,69004,11988,5557,7346,7314,4294,1212,37711,31293
Feb,49714,9679,3044,18984,6700,4578,1450,44435,5279
Oct,37198,4675,941,6042,11682,2559,1935,27834,9364
Jan,86951,9124,7471,18063,10368,1749,5065,51840,35111
Feb,21652,7781,7925,26150,9567,4529,2038,57990,-36338
May,63625,5236,1815,25490,3760,3360,3112,42773,20852
Apr,38740,7898,4537,13199,2943,4013,5533,38123,617
Apr,23810,10235,1648,28704,1957,3719,2668,48931,-25121
Sep,36569,10680,6282,8731,10002,678,2697,39070,-2501
Nov,99120,6276,5466,14765,5922,2699,2700,37828,61292
Aug,46783,13340,1698,12302,7629,4791,3551,43311,3472
Jun,98047,6723,6503,26876,2533,3029,2170,47834,50213
Jan,29471,11148,6111,21844,7885,2755,5875,55618,-26147
Feb,26163,12306,3416,21294,9601,1435,5169,53221,-27058
Jun,83087,7644,4385,7302,1053,1456,3634,25474,57613
Nov,82071,3115,4675,24017,5796,2973,3864,44440,37631
Feb,36065,3781,3359,14543,10290,1585,2615,36173,-108
Oct,68348,13018,3462,5361,3396,3934,724,29895,38453
May,39154,10842,5924,10493,10166,3165,1346,41936,-2782
May,40229,3876,1867,28530,8851,3492,5935,52551,-12322
Jun,72587,7363,5165,22171,5921,1601,4569,46790,25797
Jun,69713,10532,5710,21592,8253,3476,3456,53019,16694
Jun,46997,13142,3409,13458,5839,783,4887,41518,5479
Feb,41101,5375,2716,10092,11416,4971,2761,37331,3770
Oct,60391,12637,3905,21937,3558,4290,2083,48410,11981
Mar,95863,4750,3559,13025,9330,3319,1470,35453,60410
Jun,92723,12336,2783,18817,3520,1287,4472,43215,49508
Aug,79405,11546,4994,14779,5637,4968,1716,43640,35765
Dec,54948,5276,7231,9516,11433,1356,5606,40418,14530
Nov,73031,2448,1320,11451,4827,2198,2138,24382,48649
Dec,57921,7537,3560,19530,7629,3180,2621,44057,13864
Jan,92571,6172,3024,14310,2337,2633,5220,33696,58875
Jan,97007,14836,5440,6513,3294,4694,3211,37988,59019
Nov,48460,10989,3132,28809,3677,2921,1786,51314,-2854
Feb,41071,5496,7755,18336,7581,3305,3657,46130,-5059
Nov,86118,4182,3162,26735,1072,4431,557,40139,45979
Dec,68282,5326,7249,16595,8236,1124,2184,40714,27568
Dec,78445,10837,7604,11749,8319,4678,3988,47175,31270
Jun,74816,2719,3325,12005,3141,2100,1804,25094,49722
Sep,23060,3522,5872,29796,5530,500,2130,47350,-24290
Apr,33731,8756,4953,23728,10998,4845,4580,57860,-24129
Mar,97830,8627,3629,28538,11237,1909,4803,58743,39087
Dec,40719,3069,4514,23355,5552,4367,1666,42523,-1804
Aug,67042,7562,6018,9438,4501,3470,912,31901,35141
Nov,69116,9749,5116,17880,11468,3087,2118,49418,19698
Oct,46325,14935,7168,26708,3077,1298,5671,58857,-12532
Sep,42597,6887,4988,17256,10840,1442,5636,47049,-4452
Dec,87439,6674,2166,15176,9526,3962,3277,40781,46658
Nov,34551,13267,7889,21359,5755,1827,1239,51336,-16785
May,44278,13999,3900,19412,3615,1194,5399,47519,-3241
Sep,35141,13553,5991,27053,6356,3916,5014,61883,-26742
Feb,87913,4156,4082,19287,5172,4730,1418,38845,49068
Mar,53615,9944,2700,26545,1932,685,2748,44554,9061
Jul,82751,14747,1392,22589,1635,977,4582,45922,36829
Jul,47452,12505,4450,18044,7683,4596,4675,51953,-4501
Jun,42725,13697,1483,23239,6773,3397,2003,50592,-7867
Jun,70391,6139,7123,23383,4229,3515,3727,48116,22275
Feb,95060,7629,1082,7435,2190,4315,1327,23978,71082
Oct,31698,9087,6551,16166,6508,2185,3731,44228,-12530
Jun,97850,7078,7500,28164,1011,1491,3373,48617,49233
Apr,22365,8405,4615,8098,10641,3249,2117,37125,-14760
Dec,63372,8871,3140,8386,9060,4865,5663,39985,23387
Mar,64134,2632,2473,10440,1448,3445,1685,22123,42011
Nov,57823,4199,6871,17735,8661,3898,2184,43548,14275
Feb,91158,13255,3917,15008,3496,694,1009,37379,53779
Jan,21949,7353,4614,11436,6885,2802,1194,34284,-12335
Nov,69396,4910,7087,23161,1426,578,3779,40941,28455
Nov,51912,2622,2915,12403,8099,4446,4516,35001,16911
May,76947,8073,7542,28242,10107,1621,5716,61301,15646
Feb,64387,2360,6238,15696,4169,3721,2568,34752,29635
Feb,83965,12559,1388,7939,1446,1285,5974,30591,53374
Jul,36508,8365,2383,22222,11102,3361,1746,49179,-12671
Aug,65592,10401,5321,27109,3250,946,899,47926,17666
Oct,21919,13659,4322,26143,8111,4718,3107,60060,-38141
Aug,62595,11122,646,26244,3681,3223,5084,50000,12595
Apr,29617,14776,2216,8138,2401,2081,787,30399,-782
Jan,95268,5943,6123,21559,4407,858,1903,40793,54475
Nov,53298,14888,2977,25989,7761,2786,5032,59433,-6135
Jul,26929,6869,5443,8162,2043,2265,2677,27459,-530
Jan,34456,10128,1963,7752,6363,1304,940,28450,6006
Nov,57924,2877,2745,17889,1391,3230,5385,33517,24407
Apr,44240,6795,7640,5837,5819,4562,5592,36245,7995
Aug,29228,9791,1810,17043,7879,642,1768,38933,-9705
Feb,41686,12691,5160,20797,6984,2734,3012,51378,-9692
Jun,31920,4523,868,19386,2285,4059,685,31806,114
Jun,27432,14543,1763,29229,7363,2669,4757,60324,-32892
Dec,83575,8270,3349,7733,6127,3921,3770,33170,50405
Sep,91725,10583,5906,17002,7589,1623,2948,45651,46074
May,53910,14094,3247,19601,11626,783,4043,53394,516
Oct,50226,8623,7639,29072,9833,883,1979,58029,-7803
Apr,93150,7088,3065,10206,10237,2078,5386,38060,55090
May,79099,9564,2318,7653,5037,4372,3562,32506,46593
Dec,38013,9066,7418,27524,7854,3445,5140,60447,-22434
Dec,41446,8545,7204,28603,10349,4782,2960,62443,-20997
Oct,90375,4321,2387,24733,4249,1123,3078,39891,50484
Nov,82509,10149,4283,8310,2543,1044,1644,27973,54536
May,20557,10125,559,9680,1791,1413,4664,28232,-7675
Aug,50666,14173,1044,23770,9628,2637,1134,52386,-1720
Oct,57389,10330,3564,10191,6170,3043,1803,35101,22288
Dec,67700,10294,6946,21757,7043,4232,5161,55433,12267
Aug,44578,7333,5863,9675,7098,4495,1032,35496,9082
Feb,94779,10675,6303,17804,8448,2247,2381,47858,46921
Jul,29596,9858,1730,21210,8211,2663,3197,46869,-17273
Aug,77500,6319,6926,6261,5782,1543,5149,31980,45520
Nov,92534,7389,7121,12633,8798,2679,1452,40072,52462
Jun,30129,14265,5641,13312,4959,1815,3305,43297,-13168
May,83394,3848,1058,10532,5364,1877,1069,23748,59646
Nov,86046,12076,6992,27226,2716,3808,5023,57841,28205
Sep,31596,5205,2012,25229,4636,722,3322,41126,-9530
Mar,85355,4161,6563,7884,8870,4922,3715,36115,49240
Dec,32974,3464,1169,15809,8361,2653,1479,32935,39
Oct,86673,2643,757,25522,6671,3199,5712,44504,42169
Apr,90202,13628,7298,10623,9380,3820,4630,49379,40823
Sep,94442,7351,1570,16460,6726,1066,4041,37214,57228
Jun,41818,6553,1550,15234,8557,2542,3073,37509,4309
Aug,63246,8518,4538,23503,8782,1129,3886,50356,12890
Jul,75598,7723,5646,29100,3718,3235,4055,53477,22121
Nov,22654,9946,6600,21874,3405,3017,3377,48219,-25565
Feb,53758,2610,4522,19137,8887,1224,2237,38617,15141
Mar,44204,6302,644,8045,9003,4860,2923,31777,12427
Jan,54928,3543,3134,5382,8718,4548,3381,28706,26222
Sep,73609,13731,3069,22188,10094,3398,3203,55683,17926
Jul,50552,3466,7788,10585,9532,1964,5602,38937,11615
Jan,30336,11108,1300,14369,3881,1807,3035,35500,-5164
Mar,67037,8236,1985,7217,7710,2454,4067,31669,35368
Apr,36206,3181,4248,14487,1643,653,5995,30207,5999
Apr,54831,4146,2929,28661,1020,4011,5918,46685,8146
May,63563,4272,3323,17718,1677,4566,2900,34456,29107
Mar,38361,11043,1172,27978,10291,1310,4949,56743,-18382
Mar,61335,6536,4474,28170,3650,650,4455,47935,13400
Jan,94469,2719,3989,20115,4469,2722,4052,38066,56403
Jul,45816,6680,4922,27550,8886,1578,1478,51094,-5278
Nov,35619,12206,1914,23798,5183,1278,902,45281,-9662
Oct,46819,5472,3868,5650,11256,4749,3304,34299,12520
Jan,31741,5642,5225,13169,8086,4468,2014,38604,-6863
Feb,28798,14062,6615,26299,8377,3053,2047,60453,-31655
Apr,45143,2063,4394,21312,11622,4744,893,45028,115
Apr,69695,2559,4346,15943,6684,4603,3130,37265,32430
May,52747,9446,6727,8198,3687,4178,603,32839,19908
Nov,41182,3733,6789,22325,7596,4723,5605,50771,-9589
Feb,29415,10861,2528,13732,2416,4205,2243,35985,-6570
Apr,31085,5894,1694,10805,5405,3858,5844,33500,-2415
Jan,35008,3542,2524,25111,8074,1352,5936,46539,-11531
Feb,38452,11463,1857,23913,1491,4682,921,44327,-5875
Jan,84075,4415,7067,6202,1759,4465,5792,29700,54375
Oct,28120,12983,7976,26348,4501,3823,5213,60844,-32724
Oct,84385,14905,6145,22034,9192,4974,5778,63028,21357
Apr,93356,8090,7304,8006,3088,955,3677,31120,62236
Apr,38170,7217,3310,24288,4656,4913,4276,48660,-10490
Jul,36259,7387,1068,13505,5767,729,4890,33346,2913
Oct,42099,7179,6990,25498,1211,3977,775,45630,-3531
Nov,29649,10187,7969,14375,8975,3858,693,46057,-16408
