Month,Income,Food,Travel,Rent,Shopping,Bills,Entertainment
Nov,46598,9177,7208,17137,3967,3712,1427
Aug,34639,13971,7954,15868,4961,2425,4125
Aug,90210,12297,6651,19905,3614,1578,5700
Jul,89852,3517,4667,26773,7870,4900,3236
Aug,29695,3533,7535,22702,2544,2476,1204
Jun,68582,7887,2645,21505,6225,3318,782
Feb,51094,13486,6730,9254,10972,2582,4329
Feb,80635,13632,2365,21239,8986,4060,4183
Aug,42187,9859,600,13498,11342,3229,1470
Nov,21214,5489,4579,17174,5882,1663,4572
Jan,43940,14137,4876,6896,5433,1514,988
Jun,64406,6642,5478,17878,8034,3944,3606
Jun,63481,11062,1812,10976,10248,1258,3353
Nov,35977,4150,3296,29390,10637,3594,2589
Apr,64839,13424,6839,29921,11160,4879,669
Dec,77874,7319,7034,8911,2096,612,4516
Nov,78414,13423,5204,21337,11073,2920,2092
Nov,45538,5766,949,13340,2204,4792,5463
Oct,76241,6960,3939,22423,11112,1321,1065
Mar,93501,13399,4001,14582,8947,4139,1917
Nov,95133,8061,3667,8904,8319,2945,3867
Mar,80481,14685,5880,9876,4583,2699,884
Jan,47740,7857,6131,13309,8539,4786,3145
Mar,83328,6487,620,5703,8140,2319,3635
Apr,92105,14018,3937,24339,3038,776,4676
Nov,70643,9750,4356,10470,9179,1766,3756
Nov,31881,11804,6975,11440,10924,775,737
May,56996,3077,1575,7024,6926,3411,3940
Mar,52177,3300,4913,20751,9223,1830,5332
Jun,57177,12350,3222,17730,11160,2393,5435
Nov,86126,12463,1201,26380,3974,2843,2432
Dec,76531,8649,3848,27953,4568,3805,3661
May,46119,9181,4168,9345,11414,2888,3076
Mar,47915,10138,3765,15149,9206,1092,4683
Jun,22708,4529,7336,27246,9298,1887,2571
Jun,58749,5260,5612,10634,4793,4495,831
Aug,64989,2363,520,22381,1201,2034,3629
Feb,42106,2845,2946,21789,8956,4609,3011
Jan,37131,5032,6334,16040,8385,1563,3549
Apr,66553,3327,2749,5243,7007,3605,4784
Jul,78144,13354,3013,29351,2794,4404,4035
Nov,26553,10583,3722,7414,2408,3805,852
Oct,37881,5255,5491,8856,1916,2403,3622
Mar,21379,7136,1682,11263,5431,3861,5707
Mar,89306,9108,2857,20185,8778,1354,2531
May,39726,12251,3051,20799,10876,4004,1359
May,29088,5237,2573,29322,7346,3395,3426
Oct,54314,12238,565,13624,4166,4550,4762
Mar,75041,14433,4858,17470,8344,4312,4544
Sep,36350,11497,971,18772,1064,2415,4696
Apr,99509,7668,2714,6141,5648,3498,5120
Mar,37769,8312,7443,9126,5319,1841,1670
Nov,67249,13086,3725,24408,4650,3187,5083
Feb,66365,12224,842,19863,7398,2361,2628
Oct,70185,10956,1217,18584,3015,2955,3127
Nov,22786,7465,2960,28391,10513,4292,5417
Sep,21620,2498,4236,24840,5024,3363,5745
Apr,56303,13560,3755,27383,7314,3651,4133
Mar,39589,8062,6290,9197,9804,4378,2105
Jul,22882,4944,3765,10824,9843,3562,3433
Aug,82248,9952,7669,17097,2387,1808,571
Nov,69322,7856,5834,28150,11312,2201,2792
Feb,44524,13996,4589,24236,6179,4913,5174
Jul,29745,14405,7330,23839,7598,3713,1733
Dec,35861,14652,7440,28898,7479,2518,693
May,74261,9838,6621,17115,5763,746,5133
Nov,22837,8077,3030,22774,5109,2724,4927
May,94135,2135,4132,9925,6535,3358,4082
Mar,74380,11292,1555,24220,4128,1867,4888
May,69831,12063,514,22001,5866,4859,1229
Dec,58255,6033,3889,7469,6085,4763,535
Feb,49520,8700,6465,17468,1537,1202,5697
Apr,49541,6113,3814,7702,8929,2423,744
Jun,85772,14204,516,11257,6031,2050,3966
Jan,47350,8546,3081,13105,11610,1833,4267
Oct,64397,10396,2279,8165,11399,2298,5712
Apr,97085,6594,2449,29835,6998,3955,5995
Jun,83865,12563,580,16370,8679,3865,4785
Sep,75956,14882,7299,15483,11514,1163,2281
Nov,47453,2561,7079,19758,3037,3127,3354
Nov,82345,7400,3579,9430,10154,2584,1715
Feb,32906,9333,1518,14238,2243,3435,1115
Nov,34988,5314,7322,10992,8117,4967,4663
Jul,47723,5960,7954,17249,9724,2649,5774
Jun,53800,12718,1279,11597,11061,3926,953
Feb,59107,4211,2324,6407,4130,979,3804
Aug,47430,4371,6829,14201,6479,3457,2031
Jul,52535,8974,4364,10557,2653,4230,5061
Nov,88476,14927,2969,28383,9304,1850,2275
May,97798,4681,3013,28973,8974,4512,2989
Dec,72284,4806,2630,20515,10491,1199,1649
May,76232,13961,7210,8406,3304,3147,4206
Jul,64420,4255,7286,16794,7920,2221,5655
Sep,57710,14602,824,10700,10893,3659,5861
Nov,92497,11092,3990,13127,4814,833,4728
Sep,60498,8382,6694,25611,9412,1163,5487
Sep,51283,11942,5646,15740,11835,1278,5846
Jun,86169,6899,1176,6545,6038,1723,4991
Oct,92358,13487,6625,28691,4781,3954,2637
Jun,82457,5159,7624,29516,2958,3999,582
Mar,45968,7656,2511,21518,2296,2997,2023
Jan,82508,3452,5388,7859,7341,1440,3880
Jul,83220,11435,4116,18057,6723,3133,3079
Apr,25738,4322,3633,11003,10224,1516,5436
Jan,23098,11862,3204,6264,6082,4221,1607
Aug,93633,12219,1694,23156,5322,505,2574
Dec,98672,9097,7953,21548,11797,2766,4974
Jun,58244,3768,6760,17612,8301,4487,2424
Jun,28253,8096,3575,21019,4228,4292,4812
Feb,74333,7185,7733,20577,7568,1012,880
Jan,70969,13855,7727,13811,2475,3760,1136
Feb,90423,12494,1404,29806,11557,1474,1299
Apr,64411,3169,5097,11725,3407,3316,4283
Feb,95028,6710,5394,24164,8543,1476,4512
Jan,55421,12624,3404,29137,1935,3233,3055
Jul,21454,8590,3800,26682,6415,1120,782
Nov,37522,2386,1623,11814,3245,4341,4809
Nov,58575,4430,5738,25136,6689,1093,1679
Dec,23192,13540,6712,21185,11829,1919,2546
Aug,75268,3405,7307,8972,5337,2442,1354
Jun,30402,2123,7435,24616,7572,1122,1116
Apr,98610,5997,4816,12594,4950,4348,3730
Jun,56527,7909,3557,21786,3658,4419,2588
Mar,72181,13644,2770,12199,7149,817,4373
Dec,47002,5896,3224,11264,11006,3082,5114
Aug,32460,11816,2758,20874,8485,2024,1528
Oct,50482,10066,4362,9480,4283,1392,1544
Feb,36447,11373,1430,11619,2296,1127,1145
May,68228,2727,4146,7607,2647,4753,1440
Jan,70126,9039,5481,14382,9551,3521,4837
Jun,40545,14076,7525,13580,4452,1954,5526
Feb,75114,9715,4857,24788,10356,3271,842
Apr,95350,5670,7161,27026,9092,1052,2166
Jun,77801,3141,1771,22173,6629,4090,2964
Oct,33890,12567,4312,28280,4244,3005,537
Nov,72482,6031,1297,6494,8187,2585,4931
Aug,83397,10550,5876,24135,5025,1175,2660
Dec,21740,5742,3634,19388,9694,2093,750
Aug,50121,4844,3963,11710,7370,4897,5507
Nov,31218,14730,3087,5820,5204,3182,3916
Jun,91591,4211,916,26524,10535,4278,4445
Apr,54722,2972,6696,26522,4812,3764,763
Aug,69431,2360,6383,17228,10002,2437,5494
Aug,71543,4632,4633,23753,8254,1115,5176
Oct,62000,5190,2855,25449,1785,4727,1914
Jan,91975,6948,5441,22847,1227,2131,5605
Apr,50921,3624,1397,23291,5947,1444,2121
Apr,50614,14120,552,27585,8477,3976,2253
Jul,81189,3756,1105,16257,1827,970,1061
Nov,37601,9818,4177,29279,1378,2455,4082
Jul,91543,7119,5047,16837,11217,2896,1657
Nov,40514,8026,960,29209,7256,4406,2265
Aug,87612,10432,1274,17220,11530,2590,4656
Nov,36292,14953,6454,8965,10320,3323,4335
May,51510,8975,5756,18038,7082,3029,4041
Jul,48000,2975,5991,14508,9482,4673,5970
Aug,50383,6318,4530,21565,4548,1559,3629
Sep,31785,7923,3827,11000,8688,1146,3756
Mar,60910,4313,7038,28629,11916,1853,3603
Mar,59028,11497,5656,14152,1059,3199,5252
Apr,44855,2787,6273,22373,6431,1263,4764
May,44281,4428,7814,14917,3670,4571,1545
Oct,24841,10747,7675,27656,4339,2826,3357
Jan,80155,12301,3822,19654,3789,958,1602
Jul,46918,8664,3194,5706,4654,1191,3235
Sep,76313,12841,4018,28036,11684,3072,886
Aug,37443,11751,6906,9847,6548,3039,2112
May,52250,14427,7275,25714,6102,4669,2065
Apr,21922,9483,5878,23004,8518,1318,3855
Dec,51976,3363,5942,17893,3662,4750,2876
Jul,31991,5959,7173,9649,1201,1018,3007
May,73744,10781,6944,16613,8087,4970,2700
Jul,42733,3749,6484,11596,9662,4491,4504
Dec,22473,8671,984,26065,8943,842,3272
Jan,28108,2540,4687,29428,4026,3293,1306
Jan,48715,9634,1687,24964,4356,3674,4283
Oct,52210,12614,4227,18938,11548,943,3529
Mar,57317,10482,5954,13614,4973,4204,1140
Nov,85516,12282,4496,25399,11775,2400,4586
Feb,53362,5935,6958,24580,5471,2017,3495
Feb,74604,5958,6533,27533,11738,4632,2738
Jul,24889,5859,3492,25937,11875,2056,2599
Dec,93748,10050,6881,15106,5237,597,3142
Oct,51971,11447,2209,25394,4123,3361,2888
Feb,70551,7331,6726,17277,3307,1544,4612
Nov,23201,10199,7312,28049,7003,967,4585
Apr,57958,3657,2489,20448,4790,853,741
Feb,99251,14770,7776,18133,6935,571,4249
Jun,25681,8185,4773,16374,7521,1875,5246
Aug,66870,6428,4845,9646,4110,1575,1934
Oct,87203,11448,5360,18708,9539,1745,4889
Apr,48152,9237,4138,11090,2601,1523,1933
May,70061,14142,3214,25134,4777,2320,5268
Apr,77619,3039,7546,17784,5923,1489,1939
Mar,78235,4116,4686,16279,11745,3048,4777
May,93740,10876,838,20392,6919,4962,3468
Sep,57890,6018,2161,15984,4778,4221,5387
Aug,81401,11989,6468,7536,9513,3607,5262
Aug,31217,9546,4764,24643,11489,3075,5321
Aug,68351,3824,7806,11879,6863,3546,4948
Dec,53741,5534,7221,19793,1179,1248,4664
Aug,40654,8670,4194,12438,4965,2199,976
Jul,81314,10254,7851,23895,10904,1101,4920
Aug,21408,10452,5375,23474,9220,754,4065
Nov,62903,5571,669,9634,11225,3477,1818
Aug,21218,5192,7005,21951,9929,3224,5828
Aug,70572,6953,6887,21504,4719,1335,5776
Dec,78798,11680,4733,11768,7330,2350,5694
Oct,50105,11322,3599,13507,1054,3602,5850
Jul,89634,6275,5114,20357,7657,4149,4678
Dec,85063,2354,6017,5620,10625,3033,4157
Jan,27619,7029,6976,25447,8998,2806,1788
Apr,31939,4774,3512,5453,3064,4848,768
Apr,38226,2588,7984,24118,5183,993,3435
May,45322,2604,3110,18831,4294,3805,4896
Oct,78215,12420,2973,5958,4855,1630,1521
Jun,36878,10365,5755,15200,3751,4931,589
Apr,26560,2353,4261,5762,1724,4284,2425
Feb,58278,13482,3188,25719,10445,2600,4955
Jun,56212,7434,5304,20069,10369,4515,5919
Aug,93079,2433,1790,18697,10488,4540,3573
Aug,43946,13144,2535,27904,9049,2276,3747
Jul,51740,10450,606,23435,10086,2367,1648
Jun,27253,2867,3107,20129,3499,3234,5322
Feb,99311,12798,2685,28373,2329,3831,2102
Jul,52813,13837,7258,13388,11666,3940,5797
Nov,84331,10787,6690,29191,6117,709,2302
Dec,47632,7764,6608,21644,3627,3613,504
May,68365,2393,2188,11746,3450,3229,2664
Jun,87593,14623,7011,10890,10361,4569,3561
Oct,53431,12302,505,11053,8057,4932,930
Aug,57436,14056,1022,6280,8865,4700,889
Aug,38413,14331,7172,21519,11559,4261,4050
Mar,58485,12392,6274,27483,5294,1647,4042
Dec,88232,14189,3843,12877,10656,4281,1873
Dec,36101,14045,4395,7545,11384,1790,5339
Jul,28831,5754,565,19447,2730,3614,4679
Jan,71897,6370,7063,16677,9149,4378,3148
Jan,25004,13621,3910,13560,2123,3200,3798
Jul,65924,6521,3481,8662,8193,1173,952
Oct,41509,9699,5093,20737,5621,3475,5730
Sep,57170,6578,6088,18055,2488,2871,822
Jul,63555,10405,6974,11729,1264,1256,4514
Oct,34662,4126,3315,24838,3029,4796,2488
May,85930,10330,5596,17798,7874,4837,1628
Aug,67403,6193,6258,9808,10435,3401,1609
Feb,56365,5960,7798,13048,4766,1987,3050
Sep,82188,2663,2517,18107,9587,1467,1005
Jun,96060,4832,7173,11520,8056,3512,1679
Sep,46673,11265,2242,21928,10672,2852,995
Feb,83471,6574,6220,27600,9299,4909,5536
Mar,37156,8371,4009,28501,4563,3343,885
Dec,77287,14214,4581,25983,9071,1382,4034
Aug,21645,9624,6886,8423,8849,997,4114
Jan,79076,8292,4034,26189,7035,3928,5271
Oct,95351,7177,6993,9483,8959,2405,2396
Jul,70151,10353,5636,28355,4196,2040,4354
Jul,87384,9006,6085,17527,2185,2498,4017
Jan,53541,11692,3282,12119,5131,1832,2834
Sep,92847,5178,7525,22481,4075,3866,5518
Aug,70955,7546,862,15718,1412,2072,4796
Apr,29290,6490,3781,20373,9674,4164,1310
Oct,78942,6896,7658,28244,4847,3954,1382
Nov,50143,2185,2134,10435,9794,4316,1902
May,44509,6653,1024,17355,8974,1860,4294
Feb,56741,3980,5426,23327,2081,1063,1788
Sep,46898,6541,7425,6719,5355,1233,5807
Dec,82948,9808,2222,10768,8662,1252,1397
Dec,81768,14180,919,29866,9216,2856,2904
Jun,63262,2829,7429,16881,9389,4743,1716
Mar,25506,5519,4728,14166,3626,3474,5729
Dec,40605,10008,6657,21798,9614,4486,3455
Jul,98590,13703,4364,14042,2141,3215,4522
Sep,48231,13520,1567,28489,7935,2285,3453
Mar,99397,13540,1900,16969,11245,3133,4070
Feb,97123,7909,6938,24112,2120,2592,5684
Jul,33515,12677,1919,12203,5527,2305,1588
Jul,58622,14803,7771,9641,8106,3863,816
Apr,36600,3225,7088,19374,10985,4859,4318
Nov,47892,7774,3633,19546,7693,3555,5054
Sep,89310,4844,4136,22125,5903,1748,894
Aug,41801,9347,6440,19102,1055,715,5815
Jan,57695,4733,7055,5591,7758,4445,2073
Jan,48853,6420,4502,5749,3263,4826,4453
May,24429,5996,1129,7219,9212,2225,1562
Jun,24606,12862,4916,14029,7353,3201,2696
Mar,24478,14974,5750,19777,9482,1700,2923
Sep,60134,11690,2334,16322,2994,4134,2913
Dec,89963,3688,7461,16673,1834,2040,5051
Oct,90897,4447,5818,13725,5283,1012,4871
Jun,45475,2867,5500,25844,6270,4211,4081
Apr,86177,14504,4631,17654,5309,4436,5857
Dec,41730,8952,7434,28895,11106,2852,4758
Jul,41113,13200,7883,14965,11793,4332,2142
Aug,40011,13716,7229,12508,2501,4946,5395
Sep,75746,8084,2853,24037,5688,1302,5728
Nov,62853,12204,6186,20091,5136,1401,4775
Jun,56818,10431,3555,7570,1019,4658,2042
Jun,57321,7305,3440,27132,2032,2288,3399
Aug,41309,10239,511,5264,10016,2812,2534
Dec,38688,6049,2630,24979,4274,2199,1978
May,48176,5457,3603,21025,1747,3650,1511
Mar,88879,13471,1931,18349,11558,1708,1931
Dec,87592,5228,3657,23418,8004,3493,3756
Mar,29416,3248,6582,24586,1967,3042,956
Jun,59994,3167,6363,13573,4547,2094,5510
Feb,86422,5490,1934,16488,3798,3941,3564
Jun,28584,3897,1456,14358,4015,2338,4551
Jun,38830,13728,4358,15670,7605,4172,4076
Aug,97066,4179,5308,5388,2804,3402,2792
Jul,23591,14912,6638,27581,11870,2839,5379
Aug,41395,7955,4134,7071,3023,2842,1638
Sep,74182,12162,4403,29970,9592,999,3045
Jun,36738,14888,5875,19968,11610,4127,1860
Mar,22631,4720,740,19454,5432,1344,3690
Oct,37905,12573,7541,12840,11115,4163,555
Mar,39056,3943,2455,16849,10560,1560,5019
Nov,55447,13338,2512,24640,11512,3181,3691
Dec,74418,7912,5491,25403,4324,1920,4645
Jan,57190,13675,7550,15431,8163,1249,3936
Nov,46014,9686,4565,27442,2877,2447,2459
May,92999,5696,6071,11630,11879,1545,5981
Apr,70278,4825,3303,19968,10589,3911,2629
Sep,21780,12019,4403,18008,4675,3974,5477
Sep,79258,10414,1524,19719,7961,1726,737
May,62192,3746,1100,7859,11111,3473,3539
Oct,79300,2529,2829,7393,1005,1869,888
Apr,63923,8384,3198,28203,6533,1538,3906
Jul,22395,10325,5194,19091,9777,2287,1184
Jun,35779,13995,3526,27455,10713,2152,4483
Apr,91028,6486,6480,7050,6175,4867,686
Oct,49722,2101,1642,8121,4878,919,3243
Feb,27111,5723,1511,14116,4469,3397,3928
Jan,29984,4728,7543,9971,10013,3802,2910
Apr,92328,4545,6124,16767,5333,1295,3734
Apr,46924,4558,1603,29079,7633,3309,3888
Jan,72703,8846,2146,8354,4093,966,5569
Jun,52577,13233,2200,9474,1857,1854,3434
Apr,27711,12192,7537,8397,11497,772,5578
Jan,24096,2948,5552,26801,8618,3249,4871
Jan,86555,11760,718,25152,8977,3989,5420
Jan,95012,6936,4088,11281,3550,4368,4469
Aug,28254,4053,1226,17412,11378,4151,4494
Oct,97120,13197,7652,24365,2225,1455,5072
Aug,25965,2193,6326,20751,11748,3909,3749
Feb,97000,10933,6085,10521,9845,2419,3251
Nov,97975,9304,6413,8472,8453,3432,2075
Jul,77987,14098,5113,24001,8400,687,1759
Aug,52963,4959,1311,10481,10531,707,1556
Aug,23273,14760,7145,11209,5556,573,1044
Nov,35330,12455,6701,24883,3717,3119,829
Oct,41494,10174,5956,28379,4392,1549,5684
Nov,96422,13612,5409,29265,9154,2381,2669
Jul,23212,4923,5209,24976,10254,1014,2078
May,21080,13446,5021,13623,7122,3828,3506
Jan,52675,5239,2083,27438,5528,779,3023
Dec,42007,5865,6030,28656,11724,3486,3289
Sep,66815,10229,6407,14304,10800,1055,4722
Jul,20639,11890,4537,26080,2081,3879,3415
Feb,83593,6566,1382,18143,7639,790,5805
Jun,98038,8595,6294,15245,8018,3373,2272
Feb,23736,14218,931,17445,7105,3518,2638
Jan,36473,7609,4534,12546,11840,2122,2456
Jul,54019,5213,7863,27857,5750,4051,2572
Feb,56820,7108,5996,26606,3654,4678,2896
Feb,77589,3783,1447,23833,1155,3775,3315
Nov,85807,12158,5984,10802,5296,2511,1372
May,38414,10294,4407,5544,4069,3189,4841
May,44220,7830,2167,11652,2963,582,756
Jul,80531,7831,3482,21052,5594,4495,5417
Jan,62425,2041,7048,27711,8663,1147,4532
Aug,29387,13186,3039,28442,7303,4746,5385
Mar,96815,13410,2613,7628,10426,4192,3760
Apr,47584,8209,5507,8451,7142,2257,1193
Sep,64783,13182,890,13729,10668,3839,5334
Apr,59809,14480,582,6436,4755,4157,4537
Oct,74327,13561,1502,29471,1830,4710,5314
Dec,30857,3061,980,28045,7574,3652,1055
May,62261,12741,1276,16007,7121,1225,4456
Jul,93588,11868,7896,8062,7074,1607,5864
Apr,36995,5689,4589,21643,2342,3325,1777
Jan,33580,9595,7428,12551,11356,2701,5728
Sep,38240,8807,2254,18113,11936,2340,4709
Apr,95752,5997,1748,20663,8679,4848,1447
Sep,66111,2325,1636,9411,8329,2995,5080
Jun,54866,9205,3199,9841,2844,4444,4873
Jan,93401,3120,3756,12961,1461,1324,5648
Dec,32211,2107,2035,22102,3991,2234,897
Mar,78985,12870,3744,10196,7843,850,721
Nov,53268,8294,6507,24111,10770,2673,2865
Feb,23646,7193,1022,16093,1200,3785,2277
Sep,75371,9224,6528,12546,1515,1334,4560
Dec,62816,10526,2194,24238,6871,2487,4454
Jan,64112,4039,2752,26584,6450,4321,4022
Sep,71048,2803,5337,25451,5839,4171,4938
Sep,74911,12040,4109,24361,7490,3502,1274
Aug,95446,2766,6962,19484,11588,3009,839
Aug,21778,5527,7826,20103,4231,3172,506
Nov,65752,4306,777,19680,4696,3942,1796
Dec,90726,13021,7545,19101,10467,4658,787
Jan,47289,3488,647,15006,4293,4621,1392
Nov,64788,6129,5373,8480,8001,4596,1216
Aug,24747,13758,5702,14933,2629,2437,4779
Oct,94822,4373,5014,18261,5018,797,2353
Mar,20045,11028,3085,18209,5489,2801,1069
Nov,27758,5309,4154,13221,8563,4438,5218
Jul,43437,8834,4120,20065,3016,2094,1142
Nov,39585,7735,2939,24877,9358,3865,4172
Jan,29854,13804,5752,5230,1975,3715,4580
Jan,72076,6834,1439,12526,5547,4804,3828
Oct,76950,12983,6615,10281,8305,3797,3051
May,37349,8990,4209,6251,1859,1981,609
May,41348,14404,6223,26724,4944,4879,4150
Aug,54296,5983,4837,11889,1209,4174,3719
Jul,39455,5768,5594,18384,10800,3682,1231
Aug,98824,3504,1723,17686,1213,4945,4809
Jun,74021,8793,7784,23347,6897,3651,3543
Jun,91923,4450,5838,24550,6782,4287,1067
Feb,59293,13236,7972,6778,8402,2273,3548
Jun,66116,4033,6886,13052,10164,1851,3371
May,60484,10002,3863,9870,1303,1817,1857
Mar,50215,11891,3523,6147,8276,4779,5442
Jun,23404,8019,2317,7847,8000,2530,1571
Aug,57260,12472,3872,25234,11027,711,5571
Sep,85642,3307,6448,24454,9174,1774,2746
Jan,66009,12719,1183,5620,1860,4762,3055
Mar,49605,14030,6007,5963,5047,4114,2876
Mar,73205,2975,7231,12215,2855,4234,2420
Nov,57569,12248,1732,16052,7951,1685,623
Aug,25580,12618,3885,23526,3167,1374,574
Jan,25400,13866,1116,21003,6959,3963,2488
May,59643,12620,6623,12418,2633,2985,656
Mar,59015,6939,2573,22710,3474,4870,5753
Feb,91713,5733,3410,5121,6040,3898,3583
Aug,92805,10551,6722,9313,3377,635,4318
Mar,34974,4223,5607,22460,10942,832,4538
Jul,34037,2484,2517,22566,11874,1526,4191
Dec,36167,3428,4723,18982,4411,3733,4479
Nov,63148,4080,5008,5794,5659,2035,5739
Jan,92153,2695,2684,14816,5275,2624,582
Jun,41534,8300,1857,25655,5385,2732,5288
Mar,76879,6660,7191,13483,9677,4457,5847
Aug,85839,2201,7031,12326,10552,3117,3565
Jun,49756,14049,5166,13682,8275,1452,2733
Dec,32683,11390,7897,24192,1772,3869,2284
Feb,69485,11459,3563,24812,2832,3853,2590
Jun,31025,13162,2968,18548,8605,2486,4668
Jul,38715,10265,7791,24883,2299,3963,4512
May,90097,10287,7755,23556,9373,664,2377
Mar,95705,14460,4420,20638,10454,2491,2814
Apr,37116,5477,4736,10986,9337,3205,1963
Apr,56744,4202,2439,8907,6163,2239,5747
Jun,22124,9490,4356,26083,2839,4759,4492
Oct,58051,10449,550,12081,5594,603,3414
Jan,27176,13850,7630,26608,1802,4715,4024
Nov,84818,8317,3476,18353,11190,1627,3872
Apr,38676,6425,6024,24852,4950,863,1841
Oct,65177,7350,1860,10760,2318,2069,4434
Apr,20997,4806,7305,18771,7118,868,3201
Oct,79330,9163,4236,5490,5626,4449,4544
Jan,63769,14448,4302,9263,11450,4257,533
Sep,98653,2185,4302,12769,3940,3897,2645
Apr,31231,10070,865,22581,8569,4730,5829
Jul,92976,10334,3455,16635,8398,2592,5305
Dec,75965,13545,6530,6904,6458,2015,1779
Mar,81517,9050,3545,10269,3052,1094,904
Oct,47387,10831,2503,6650,7454,1945,5211
Dec,24090,13941,3401,17467,7305,4122,2424
Mar,44945,4074,757,8191,9407,1265,2357
Aug,60239,9654,3959,5027,1785,3716,1381
Aug,23743,14160,544,19132,7979,1840,5808
Nov,50924,2201,768,27644,2635,2086,3381
Dec,30196,13284,1834,7750,8338,4150,3402
Jan,88860,7710,1171,7879,11491,1133,2097
Oct,61400,5165,7662,9357,4109,958,2439
Feb,68795,13271,5897,15865,7053,2972,1745
Aug,71553,14759,7500,21255,6004,2180,939
Jan,44111,4102,4138,7832,6756,2393,5127
Dec,83083,11102,6788,8109,8445,2615,5899
Aug,81600,3571,6585,14652,1284,1008,3324
Aug,70022,7125,734,10758,11202,1235,5867
Feb,23199,13640,7334,7921,3413,3251,615
Apr,70897,8697,7363,6433,2643,2671,5000
Jun,58038,7169,3707,9428,8235,3343,1778
Dec,75038,4159,6064,12698,10319,791,796
Nov,27897,14517,2900,13111,10461,2418,3448
Sep,84541,12736,1917,24920,7335,1311,3105
Aug,34892,3329,5589,28247,1643,2597,1594
Dec,28271,5613,4870,22565,8311,2509,5561
Aug,44815,10652,5505,20519,11970,4778,5311
Jul,65612,10998,7990,24789,9217,4842,5601
Sep,53357,5699,3754,20735,11237,1149,1574
Feb,95088,8027,939,17366,4937,3097,515
Mar,36267,4273,5682,19155,5807,1060,2027
Oct,38268,10250,6492,25298,7336,1269,550
Aug,34263,12667,6346,17484,7524,1003,3699
Jun,90935,6823,5467,14975,2025,1127,3741
Oct,79660,11347,1150,25106,6722,3884,2103
Sep,85527,9075,7586,17513,2068,4362,3536
Oct,83379,2497,533,7642,10130,3859,5799
Apr,61271,8959,3252,12577,5098,4756,3285
Aug,86612,8210,5462,18849,9015,2674,2492
Oct,27235,14517,3532,8711,10664,4027,3453
Mar,36417,9126,5427,24344,11517,3037,1431
Mar,54609,14620,1610,26214,1175,2786,2515
Aug,53902,5976,3781,10458,9095,2723,5113
May,43645,8420,961,23003,2143,2757,2638
Mar,82873,3607,6724,27522,6893,4080,4789
Oct,84558,10912,821,11680,8341,2495,3900
Nov,82233,3274,5010,17507,4510,1133,1587
Jan,43401,14059,2374,23724,5062,1000,5913
Mar,27771,2690,3539,14419,8797,2063,4536
Dec,61335,6023,2737,21239,1950,4575,725
Sep,94451,9247,4521,23112,5436,1674,944
May,99434,14344,1756,24969,3744,2098,2881
Dec,87449,5437,2939,21585,9312,2658,4541
Oct,21942,4355,4509,10985,5670,4213,3634
Feb,40388,7581,3740,27559,2920,2484,2402
Jul,77042,2749,4763,8160,10876,1019,5092
Feb,73740,5051,3802,16465,6612,2417,4154
Apr,85873,14965,5769,23097,7419,1828,4103
Dec,67024,9763,3211,12872,10160,1432,1982
Jul,43450,5564,1909,12839,7172,2041,5952
Apr,76965,14847,2928,20652,6930,907,744
Jul,30057,7758,2332,11859,4808,2031,2611
Jul,28983,3704,2524,5752,5738,1123,4548
Jan,39995,13637,3846,18304,7495,3266,1304
